"Story","Title","Result","Date","Stability","Duration (s)"
"Flujo de compra en demoblaze","Validar que se pueda realizar una compra en Demoblaze","SUCCESS","2023-06-15T12:40:35.7545576-05:00[America/Bogota]","0.0","73.29"
