"Story","Title","Result","Date","Stability","Duration (s)"
"Flujo de compra en demoblaze","Validar que se pueda realizar una compra en Demoblaze","SUCCESS","2023-06-15T15:21:34.1895698-05:00[America/Lima]","0.0","68.05"
