"Story","Title","Result","Date","Stability","Duration (s)"
"Flujo de compra en demoblaze","Validar que se pueda realizar una compra en Demoblaze","SUCCESS","2023-06-15T12:03:20.1472411-05:00[America/Lima]","0.0","61.14"
